Feature 1,Feature 2,Class
-1.3844821910963638,0.9154365504699382,1.0
1.1895890259068274,2.9563119441029535,1.0
0.4742769190964797,3.1083946564801455,0.0
-1.6761035787512313,-0.4064582834292071,1.0
2.2298488420429536,-6.354626315556492,0.0
-2.3397418208168173,0.8668016770889229,1.0
-1.7179002068810483,0.909821724679041,1.0
0.06925372476088648,-0.5143497059157711,1.0
-2.654130827481995,0.9756892976921023,1.0
2.131678049685499,-2.551175364320441,0.0
-1.4476566198161993,-0.30172030325258276,1.0
-2.6659385180046926,0.896962129664635,1.0
-0.39131044961704253,0.05849895007282324,1.0
-1.2879451856082955,1.1302327416986155,0.0
0.19186115048187827,-0.5022207462410728,1.0
3.4947990893446588,-1.4240013051657143,0.0
-4.733816265193207,0.9348331434498689,1.0
0.06042355826098195,-0.5034928251340026,1.0
-3.665820069396617,0.2846611610915476,0.0
-2.2741648036754607,1.5897661137726242,0.0
0.40120354038956546,-1.0367048840193767,0.0
-1.7734312608450744,1.2250861528444954,0.0
2.8190075784678803,-6.704866138653372,0.0
-1.734814310740205,0.835027336657899,0.0
-1.338526199177631,-0.09740214266046553,0.0
-2.477357313088496,0.5891151510400388,0.0
-2.618734066945807,2.2132142514112187,1.0
-0.36795494483394703,0.06608339934005501,1.0
-1.347627300758939,1.250575347156195,0.0
-1.6613078711575935,0.3911933144835253,0.0
1.1071399339907309,-1.5827323532056168,0.0
-1.4825701554031874,2.205069674618795,0.0
2.438215335375913,-2.778399744613876,0.0
-1.2088059522724481,1.1405836682289472,1.0
1.5862002998149998,0.31150409450215355,1.0
-0.2003307639130063,-1.3206011568959244,0.0
-0.9349281885626424,0.6462809187849636,0.0
-3.544016529909769,3.0030851922093884,0.0
-2.91165048920339,2.066942684902522,0.0
0.4761794116583583,-0.3911060018616284,0.0
-0.8205980806719536,-0.03728270258154791,0.0
-1.340015255772518,-0.08970772756231218,1.0
-0.8805751348912754,1.3254591926776145,1.0
-0.3921503947679799,-0.39030026403843565,0.0
0.16348073801615895,-0.5273769381303607,0.0
0.05207462249044237,-0.460627381795114,0.0
1.6442911803462097,-6.139956026514791,1.0
0.9965510129037444,1.2030115926351304,1.0
-1.4103446947657294,-0.2982233063913131,1.0
3.434301410787706,-7.285190181055196,0.0
-3.845463001857542,0.483014161022606,1.0
3.7053915221121594,-1.5342295443126872,1.0
0.479361910355617,1.9457740916118043,1.0
0.9693128596882266,1.2317636485567376,1.0
-2.4830303611075277,2.248268854247722,0.0
5.335345190904879,-0.397015054178281,0.0
-1.0522283055367754,1.2440072065628303,1.0
-0.8442357838266866,0.04989846704009117,1.0
6.917740981147771,-0.019725691985754672,0.0
1.224439051259662,-6.131319278613542,1.0
-1.2301215875984872,-0.10899177875345752,1.0
4.978022759234064,-0.4288588306908114,0.0
2.0058420209485135,-5.939738339742508,0.0
-2.0409495735356153,1.8005821960289712,0.0
-1.3027941149749829,-0.28327004131460637,1.0
1.7908643438955834,-6.406705777897876,1.0
-1.8794912794792442,0.7193050831319854,0.0
-1.6869237851686425,2.635530645779001,1.0
6.378099723927526,5.712823018373929,1.0
-1.6245300940534038,-0.12749701880242942,0.0
0.5902686123995157,-0.7482565658807067,0.0
2.7962789200919675,-6.710887138134179,1.0
1.9334459909283364,-6.117787656967248,0.0
-0.6839033982376915,1.4569073046169736,1.0
2.0762023450113656,0.856843831058221,0.0
-3.8430846903803197,0.021241898152416148,1.0
0.10367730854481656,-0.8953865422575455,1.0
-1.1514096448561129,1.0828395150704269,1.0
-1.45568890011925,-0.19779081581439611,1.0
-0.7350250937924587,0.031078325977592303,1.0
0.7307284680301566,-0.6825545193668645,0.0
-2.3434255337983902,0.8694792760867646,1.0
0.32220027861755507,-0.3940675549556176,1.0
-1.848180432109359,2.487760818654337,0.0
