Feature 1,Feature 2,Class
-1.8830763066783538,-1.6523813353595698,1.0
5.986375011383259,3.3531476969850273,1.0
5.8598833254756455,3.3562969481236697,0.0
-2.7137819208030627,0.004941973614565537,1.0
-0.4997997920337367,-3.5472281534582937,0.0
-3.7602017514816684,1.1595694899800562,1.0
-2.980365993940569,0.232421758011596,1.0
-0.6469864004265348,-2.3868480164106693,1.0
-4.4134689862932115,1.425987016095965,1.0
0.862697957350842,-4.3840349698234675,0.0
-2.5994827224960657,-0.4447602867107011,1.0
-3.204403622337981,0.7787510401778333,1.0
-1.2882260558366476,-2.2159301447159874,1.0
-2.214993379044223,-0.9433659066116248,0.0
-0.4435158547929366,-2.6443983911428433,1.0
7.095869725178471,-0.756393076504237,0.0
-6.6462209198831035,9.021144984084838,1.0
-0.7346527237896844,-3.0969811976965484,1.0
-6.1782101111268135,7.418301478835269,0.0
-3.684319776548965,1.745549356506645,0.0
-0.40301150598811786,-2.9842816547800837,0.0
-2.7156218463722284,-0.6680225038248008,0.0
0.10862740430034407,-4.517727923640954,0.0
-2.169520997463728,0.23025841306113967,0.0
-1.9116984147686118,-1.0619222298851438,0.0
-4.141815878959181,1.342529783581679,0.0
-3.988319526865252,1.5630283449559914,1.0
-1.3016373580451122,-2.363123525291153,1.0
-2.080465516790387,-1.2432420426527264,0.0
-3.9023767180526137,0.34868219634473935,0.0
0.2706136062352991,-2.9035637577431728,0.0
-2.2621934895690408,0.11187350906807633,0.0
6.195232809203025,-1.695705130934926,0.0
-2.0322383018842287,-0.6428958725787384,1.0
5.226024594880406,2.5762289646939536,1.0
-1.1826562797718874,-1.7260443727436037,0.0
-1.2325562426091885,-1.3650210355315442,0.0
-3.658084118245568,3.021082612527305,0.0
-4.269764598862237,1.950193577477612,0.0
-0.3747772259791487,-3.013443862724229,0.0
-1.3862772435749289,-1.3569891934592782,0.0
-2.1076677944256814,-0.6835358955471821,1.0
-1.8743711389379492,-2.114282168401536,1.0
-0.9532222097269663,-1.5672524319527723,0.0
4.0382567110705505,0.6776009657036609,0.0
-1.1964757070506489,-2.4253873609696583,0.0
3.484834995994609,-0.5784929587726929,1.0
0.8590295487728061,-2.516894913689674,1.0
-2.287186306502371,-0.4991791696475458,1.0
1.0522200574571023,-4.876924904803388,0.0
-6.398526412635975,7.654922929768203,1.0
6.880582523693869,-0.25369679050144217,1.0
6.407655066619907,1.3805181774597854,1.0
0.8330681319778739,-2.501688170524913,1.0
-3.5137362894626323,0.8388697958476805,0.0
8.566977155187473,1.1830915832953415,0.0
3.803743051615718,0.23968026529112832,1.0
-1.7741075625895666,-1.6159338430359507,1.0
9.97196263300014,0.11857141323709264,0.0
3.2076805461042577,0.012152709044112165,1.0
-2.828982906889435,0.2684234133730216,1.0
8.613654996521127,0.5483363593691816,0.0
-0.6020317234429106,-3.68818168130122,0.0
-2.845293684236341,0.5187855321136825,0.0
-1.9569270000834211,-0.6871607360676327,1.0
-0.09221562793148323,-3.1088629901543987,1.0
-3.7468149947843634,1.1644674808549855,0.0
4.415419370340241,4.264937272290933,1.0
8.716976139990733,3.5981221864739883,1.0
-2.5063236135745988,-0.35979428641585637,0.0
0.39136699681450554,-3.146254403910994,0.0
-0.12744618148004125,-4.515313884607237,1.0
-0.9249959346941297,-3.148753047497712,0.0
5.2245200171838135,2.1519047695347457,1.0
6.517048867661852,1.567461494855565,0.0
-6.585025182530973,7.891581367637775,1.0
-0.8686673447465059,-2.214433874450301,1.0
-2.12846416703228,-0.8759488456665766,1.0
-2.729120135918493,0.16776441632754696,1.0
-1.491455498175126,-1.7359934195898727,1.0
-0.159934218352384,-3.3742573269772134,0.0
-3.744976467108318,1.1549742101817055,1.0
-0.8673243130176327,-2.7754089242328024,1.0
-2.4895995785923617,0.8991639035414654,0.0
-0.3452267191476827,-3.3556687468860193,0.0
6.3325710255390115,2.809146995305001,1.0
-2.4235237246628225,-1.4224657207154219,1.0
5.693050956988493,4.45596480457737,1.0
-2.6352146521842412,-0.11049318618797596,0.0
9.29681561119581,2.3328716638157028,0.0
5.874403944938508,1.438515026819984,1.0
-1.5466906108681442,10.644119272614162,1.0
-1.2952017466734367,-1.8498561019277944,1.0
-1.4324089576888017,-2.6124064675059557,1.0
-4.166198505763577,1.239528051042932,1.0
10.625644806462901,0.7480563253769953,0.0
1.7739754028175034,4.290240910469008,0.0
-3.1805236716608047,-0.053639590116549805,0.0
-6.051370265229113,6.700649746343231,0.0
-6.2373104759501485,7.436852443129082,0.0
-2.239055229700419,-1.4711527821378816,1.0
-2.3612249209211944,-0.7628131851968319,0.0
-1.2705648061799508,-2.486511450605329,1.0
-1.6106796580750409,10.765677324508884,1.0
-0.7662299267042352,-2.4905568446048063,1.0
-5.937889038005088,6.9388721452603885,1.0
7.651750529721402,2.935858729781117,1.0
-3.1836953444684255,0.07525043705212033,0.0
5.898156065738542,3.222092006004682,0.0
-2.3221363155214627,-1.090375087852279,1.0
-1.6286164470796134,10.654696768815121,1.0
-10.087420558225121,13.34831724688218,1.0
-0.4444163643568663,-4.7745360780216295,1.0
0.2985648696344113,-4.164201402705095,0.0
-2.349928683633355,-0.3804917575065915,1.0
-0.6291492031252934,-3.2739361171306403,1.0
9.461420665330818,1.3326754806370864,1.0
10.29441301152881,0.943926151347667,1.0
-5.739679316409593,6.903604632087122,0.0
2.586160626390214,2.0004712239723625,1.0
-2.565625655486338,-1.0431705963556246,1.0
4.847346045656547,3.3210166285342377,1.0
-0.5692959134255999,-3.3901126534339037,0.0
-1.0367513513503441,-0.7782930473777463,0.0
-2.1963825436652065,-1.0529485596309018,1.0
2.5171523269370515,1.6588189905173012,1.0
-0.5149913401318379,-2.908879317021649,1.0
2.313128335750139,2.3424956417358254,1.0
-4.195681133618331,14.919028987141578,1.0
-3.1701440660081692,1.135865694199968,0.0
6.245714185149764,-1.6674783214260083,0.0
-0.39722238964440765,-3.731033862340492,0.0
5.159101412240643,2.9596361433605285,1.0
-1.7278125566633022,-1.8360807353797535,1.0
-1.940053798061506,-1.752800400719162,0.0
-1.694687550032165,-2.1392224699734776,0.0
-2.566353048922923,1.161898068507269,0.0
-1.7795351963992818,-1.009446201581638,0.0
1.1131935604860874,-5.123283536781396,0.0
-1.0091642351209225,-1.1717656679568247,0.0
-4.002553038520777,1.809663530778405,0.0
-0.5121934761863602,-2.1116157223140877,0.0
7.6643928433046815,0.7013012519355918,0.0
6.31062328715211,2.0840645655240606,0.0
-1.5912261235174272,-0.5232847018667407,0.0
-1.8076386337613801,-0.9960002370964095,1.0
-1.1376878841086229,-1.8814052961566705,0.0
-1.507163255904686,-0.766658966440783,1.0
3.293141620298496,1.3921708624469806,0.0
9.23897154676006,2.3653453735967975,0.0
5.646462405989721,3.0951585536216455,1.0
-3.3895197546299447,0.8940034979558156,0.0
-1.9050113064057586,-1.587611653212484,1.0
-0.34688990848524887,-2.6007756790165297,1.0
-4.883347506255856,1.7999118195269808,0.0
5.756846983384912,1.627058380768502,1.0
7.641581617773405,0.06667053347531834,0.0
-3.8063337304569105,0.3230023793004528,0.0
-1.4862715029035087,-1.629188035585675,0.0
-3.2266951589643824,2.104899484614519,0.0
10.148681087432468,0.9059778490624605,1.0
1.1604930601355907,-4.953330380267546,1.0
3.6450340279510782,0.30687821643118457,1.0
2.43094579230259,1.7035698363915934,1.0
9.550876381548438,1.064207852092819,1.0
0.682986388533827,-4.6710333543695075,0.0
1.4923698534918053,4.5740262702099885,0.0
-1.113473546323924,-3.2165743958260955,0.0
-6.060056586818128,7.087006315479443,0.0
5.121708774252301,4.564951725272415,1.0
-3.771988439259361,3.080755152403482,1.0
-1.949384186930461,-0.9836403817118723,1.0
4.461525790138378,4.230476856786671,1.0
-2.895339921364995,0.02741651117542149,1.0
-0.7535410959261507,-2.440543736073012,1.0
-10.04440836164395,13.175831989630053,1.0
-3.1936502277554846,0.41653008972133,1.0
-2.38027508984452,-1.258014945019577,0.0
-10.088888253558503,13.349496300323503,1.0
-0.6544779482966986,-2.3106542196158872,0.0
-1.6507143710236898,10.781441436043586,1.0
-2.70904941211036,-0.6723588825158636,0.0
-2.110425018114838,-0.8938087530067109,0.0
-1.1531662424455424,-1.4376187794295425,0.0
-2.2833735098446497,0.06020088278198171,1.0
-6.878273146031194,8.092745846889516,1.0
-2.18650608679689,-0.1399872550113933,1.0
-0.3267425660419508,-3.223594765875271,0.0
9.394913797151053,1.372285416795379,1.0
-1.4661121953762342,-1.158150381206085,0.0
4.6619770637806015,4.264862210167469,1.0
6.009541138435638,1.5022389412352006,1.0
-2.377555085662734,-1.542905239013748,1.0
-2.4477325044827016,-1.355497236647357,1.0
-0.21468536571710367,-3.8070827719345273,0.0
-1.1246646214975862,-1.8479184329086003,1.0
-2.8539818681726965,0.236662075906,0.0
-1.0557891556608012,-2.0233531639127054,1.0
-2.8119595533233483,0.9798948245006569,1.0
-1.145037415998228,-2.9600556941444336,1.0
4.809398521741134,1.634399263587589,1.0
8.607702231862348,3.328626035454792,1.0
-4.047540183493853,2.2838974532398297,0.0
-0.3358209725841649,-3.7580662317058606,0.0
-1.2210481522892138,-1.9763877592431844,0.0
-2.3421215164599203,-0.3237701793287238,1.0
0.016980545928078006,-4.203122355291439,0.0
6.1786900116178325,-1.4895037426320115,0.0
-2.117596898487011,-0.520135143734713,1.0
-0.9482956933721255,-2.1186289871712107,1.0
-0.8331611283430098,-2.9179864773067044,1.0
-0.38298439253527644,-4.246013239066649,1.0
9.796823112571012,1.4077837106187805,0.0
4.297360766197417,7.314110511868094,0.0
9.382333714696363,2.3392222084441983,0.0
-1.3819963358068605,-1.2379107656518586,1.0
-1.7023606660297141,-0.9962191119925551,0.0
7.767265008614997,-0.5940160225931971,1.0
-1.6718195566741756,-1.031610847881307,1.0
-2.2985028176652342,0.09543571300014211,0.0
-6.1886047862449916,6.586439421162652,0.0
-6.5828932917338445,8.975015033403418,0.0
4.921046736053062,5.912424886160761,0.0
-2.6321424500271284,-1.47198466412055,1.0
-1.4487508985144815,-1.4893357769272006,1.0
8.871155581093207,3.333849440862518,0.0
-2.433429920281897,0.6319949878814652,1.0
-6.3871439666033485,7.521476875014135,1.0
-2.0667566975213583,-0.9146608085549071,0.0
3.536838932347977,2.4027813458871106,1.0
6.866751481588556,-0.6066207653277439,1.0
2.3746643292573557,2.296257880511803,1.0
-4.161601089851939,1.3025261114801678,1.0
10.630300318130205,0.7438523358264749,0.0
-1.6757151152940586,-1.675410071773238,1.0
0.8208326609342776,-4.842175229812704,0.0
-2.7574055819088494,0.7169343790891269,0.0
8.507669462526172,0.09686064400821133,1.0
1.3557169326151954,5.217048287028438,0.0
-1.105650860712031,-2.011742096513479,1.0
-5.951858990899346,6.945287819778216,1.0
-0.8408064110794412,-2.2979917372879495,0.0
-1.9105388305437503,-0.4270211887059528,0.0
-2.976951188611073,-0.8424308009256625,1.0
9.65641183884024,0.7484914736425431,0.0
-1.9303608390790374,-0.6109618662258702,1.0
-3.0578178611447653,0.4219880446729628,1.0
-2.3883770685030172,-1.7271030132236238,0.0
2.7478646245170664,2.403906607654958,1.0
5.732265893587695,2.7750736115263384,1.0
7.564527376285187,3.10344854073271,1.0
-1.6094695994354666,10.769223525613981,1.0
-3.787126059837883,1.919989106036442,1.0
-2.9844351454120077,0.26556667751295354,1.0
0.23629278956198585,-2.677731181710851,0.0
-1.996521020508494,-0.49216823978387086,1.0
-3.298431690799598,0.17590386109348818,0.0
-3.701544409886629,1.9853087013196407,0.0
8.929452753190988,3.147483591356834,0.0
-1.314562960294218,-0.9033125775952957,0.0
